#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x


EVTDESAcsm.302;Recently there has been an influx of traders in [Root.GetName] due to the presence of a trade post. This has resulted in higher profits for the locals and thus to you, their liege.;;;;;;;;;;;;;x
EVTOPTAcsm.302;Excellent;;;;;;;;;;;;;x

EVTDESAcsm.303;A group of craftsmen have arrived in your lands seeking fortune. They are quite skilled, especially in the creation of mount equipment but require some funds in order to get the tools they need. Sponsoring them would bring mutual benefits.;;;;;;;;;;;;;x
EVTOPTAcsm.303;Sounds great;;;;;;;;;;;;;x
EVTOPTBcsm.303;Not interested;;;;;;;;;;;;;x

EVTDESAcsm.304;The current group of doctors from the Hospital of [From.GetName] have proven themselves extremely skilled and efficient. There are barely any sick patients left, allowing them to instead tend to the traders passing through the province.;;;;;;;;;;;;;x
EVTOPTAcsm.304;Excellent;;;;;;;;;;;;;x

EVTDESAcsm.305;The local traders have come to see you with an offer. If you would lend them some of your personal land for them to graze the horses, they would give you a small cut of their profits from their future sales.;;;;;;;;;;;;;x
EVTOPTAcsm.305;Sounds good to me;;;;;;;;;;;;;x
EVTOPTBcsm.305;Absolutely not;;;;;;;;;;;;;x

EVTDESAcsm.307;As you look upon your lands, you think up of various methods to increase it's overall wealth. Since [Root.GetName] is considered a Mount Heartlands, perhaps you could take advantage of that. Nothing says fun like horse races. If you organized some you could draw more foreign traders to your lands.;;;;;;;;;;;;;x
EVTOPTAcsm.307;Let us begin preparations;;;;;;;;;;;;;x
EVTOPTBcsm.307;That's too expensive;;;;;;;;;;;;;x

###############Character Flavor Tombola Events###############


EVTDESAcsm.401;It has come to your attention that you have run out of food for your [random_mount.GetName]. This could be a chance for you to improve your [random_mount.GetMountType]'s health.;;;;;;;;;;;;;x
EVTOPTAcsm.401;Get some quality feed;;;;;;;;;;;;;x
EVTOPTBcsm.401;Something decent;;;;;;;;;;;;;x
EVTOPTCcsm.401;Don't bother me with such trifles, anything is fine;;;;;;;;;;;;;x

EVTDESAcsm.402;Due to the rigorious training and care from [stable_master.GetBestName], one of your mounts has improved to a point where it has gained a new trait.;;;;;;;;;;;;;x
EVTOPTAcsm.402;Excellent;;;;;;;;;;;;;x
EVTTOOLTIPAcsm.402;Will gain a random trait;;;;;;;;;;;;;x

EVTDESAcsm.403;Always on the move, nomadic life is difficult but that is what makes true men. Your faithful [improved_horse.GetName] has gotten used to running long distances.;;;;;;;;;;;;;x
EVTOPTAcsm.403;Speed is always good;;;;;;;;;;;;;x
EVTTOOLTIPAcsm.403;will become §GSwift§!;;;;;;;;;;;;;x

EVTDESAcsm.404;You've been blessed with a few hours of peace. As you stroll about your halls, you wonder if you should perhaps take one of your [random_mount.GetMountType]s on a ride, but where to?;;;;;;;;;;;;;x
EVTOPTAcsm.404;A leisurely ride around my lands;;;;;;;;;;;;;x
EVTOPTBcsm.404;I think I'll go hunting;;;;;;;;;;;;;x
EVTOPTCcsm.404;Maybe not;;;;;;;;;;;;;x

EVTDESAcsm.405;Stable Master [stable_master.GetFirstName] has been working very hard over the years he's been serving you. Today he tells you that all the mounts in your stable are showing signs of increasingly good health. After taking a look for yourself, it's clear that it's all from [stable_master.GetFirstName]'s tireless efforts. Surely he deserves a reward.;;;;;;;;;;;;;x
EVTOPTAcsm.405;That's amazing;;;;;;;;;;;;;x

EVTDESAcsm.406;As you lounge by the window, you start hearing the sounds of two people yelling. You take a peak outside and see both [stable_master.GetFirstName] and [stable_master_arguement_courtier.GetBestName] in a heated arguement. The two are almost at each other's throats, and not to mention disturbing their [Root.GetTitle].;;;;;;;;;;;;;x
EVTOPTAcsm.406;Now now, we're all friends here;;;;;;;;;;;;;x
EVTOPTBcsm.406;I command you to be silent!;;;;;;;;;;;;;x
EVTOPTCcsm.406;It'll be over soon, no need for my involvement;;;;;;;;;;;;;x

EVTDESAcsm.407;While preparing your mount, you notice that it's armor has become dented and weak. You should probably repair it before it becomes unusable.;;;;;;;;;;;;;x
EVTOPTAcsm.407;Time to find a smith;;;;;;;;;;;;;x
EVTOPTBcsm.407;It's too expensive;;;;;;;;;;;;;x

EVTDESAcsm.408;A fire has broken out in the stables! Some of your mounts have been hurt by the flames;;;;;;;;;;;;;x
EVTOPTAcsm.408;Curses;;;;;;;;;;;;;x

EVTDESAcsm.409;Stable Master [stable_master.GetFirstName] has come to you with several specialized training schedules for your [improved_mount.GetName]. He says that all of them include a special diet and care that will improve the [improved_mount.GetMountType]'s lifespan as well.;;;;;;;;;;;;;x
EVTOPTAcsm.409;I want it to turn heads wherever it goes;;;;;;;;;;;;;x
EVTTOOLTIPAcsm.409;[This.GetName] will become §ZFair§!;;;;;;;;;;;;;x
EVTOPTBcsm.409;Make it strong and hardy;;;;;;;;;;;;;x
EVTTOOLTIPBcsm.409;[This.GetName] will become §ZRobust§!;;;;;;;;;;;;;x
EVTOPTCcsm.409;Let it crush all who stand in it's way;;;;;;;;;;;;;x
EVTTOOLTIPCcsm.409;[This.GetName] will become §ZPowerful§!;;;;;;;;;;;;;x
EVTOPTDcsm.409;Have it outrun anything that chases it;;;;;;;;;;;;;x
EVTTOOLTIPDcsm.409;[This.GetName] will become §ZSwift§!;;;;;;;;;;;;;x

